375,51375,1756
376,51514,1884
377,51638,1897
378,51764,1745
379,51889,1867
380,52034,1971
381,52160,1140
382,52297,1256
383,52420,852
384,52557,511
385,52692,644
386,52813,703
387,52965,822
388,53099,945
389,53255,787
390,53392,915
391,53506,987
392,53638,1109
393,53802,1267
394,53941,1394
395,54099,1544
396,54242,1667
397,54392,1809
398,54546,1955
399,54708,2105
400,54866,2257
401,55034,2418
402,55187,2565
403,55366,2741
404,55521,2892
405,55653,2576
406,55792,1993
407,55964,2157
408,56094,2279
409,56235,2418
410,56386,2567
411,56509,2684
412,56656,1908
413,56803,2012
414,56941,1254
415,57109,1412
416,57285,1581
417,57419,1712
418,57587,1867
419,57724,1555
420,57882,790
421,58042,617
422,58192,756
423,58332,598
424,58471,734
425,58619,453
426,58745,387
427,58892,474
428,59018,525
429,59147,445
430,59277,563
431,59431,710
432,59580,852
433,59706,868
434,59871,1023
435,60008,709
436,60172,749
437,60319,893
438,60451,735
439,60594,478
440,60734,596
441,60872,566
442,61019,345
443,61148,430
444,61296,529
445,61436,628
446,61588,692
447,61719,815
448,61884,481
449,62049,341
450,62192,419
451,62305,519
452,62435,618
453,62583,746
454,62721,683
455,62863,681
456,62995,806
457,63120,925
458,63251,1050
459,63416,1212
460,63574,1353
461,63714,1489
462,63853,1625
463,63989,1759
464,64129,1896
465,64270,2035
466,64400,2155
467,64530,2278
468,64662,2404
469,64788,2522
470,64924,2655
471,65071,2798
472,65198,2916
473,65337,3044
474,65485,3169
475,65634,3315
476,65768,2940
477,65899,1721
478,66048,1335
479,66195,916
480,66346,528
481,66491,637
482,66628,557
483,66779,563
484,66927,592
485,67079,698
486,67217,454
487,67383,523
488,67526,647
489,67664,320
490,67801,336
491,67968,417
492,68097,437
493,68249,452
494,68384,518
495,68524,545
496,68663,648
497,68825,531
498,68980,584
499,69112,583
500,69253,418
501,69395,438
502,69539,404
503,69695,482
504,69842,517
505,69990,610
506,70135,554
507,70286,549
508,70430,686
509,70593,418
510,70726,540
511,70866,642
512,71016,756
513,71151,869
514,71297,778
515,71450,921
516,71587,1051
517,71729,730
518,71864,623
519,72028,468
520,72175,444
521,72306,457
522,72447,462
523,72583,450
524,72727,566
525,72865,399
526,73012,539
527,73173,691
528,73317,824
529,73458,955
530,73596,1034
531,73745,742
532,73892,859
533,74032,838
534,74175,972
535,74332,705
536,74472,459
537,74612,467
538,74752,566
539,74901,706
540,75038,427
541,75192,570
542,75333,659
543,75488,563
544,75618,492
545,75761,605
546,75917,740
547,76053,844
548,76176,539
549,76313,493
550,76453,401
551,76561,488
552,76696,621
553,76841,724
554,76980,825
555,77124,955
556,77285,1085
557,77413,1145
558,77565,1290
559,77698,1295
560,77836,1227
561,77978,1361
562,78140,1501
563,78300,1649
564,78447,1786
565,78611,1904
566,78756,2039
567,78901,2153
568,79060,1261
569,79204,1317
570,79351,1427
571,79494,1268
572,79642,1405
573,79792,1173
574,79938,927
575,80095,1073
576,80233,1151
577,80369,1238
578,80522,1353
579,80648,1428
580,80797,1464
581,80957,995
582,81101,958
583,81254,1054
584,81402,1191
585,81532,714
586,81676,845
587,81823,950
588,81961,626
589,82096,711
590,82243,855
591,82384,761
592,82506,756
593,82639,884
594,82773,1012
595,82911,1133
596,83055,1256
597,83178,696
598,83290,679
599,83421,733
600,83546,466
601,83659,496
602,83791,402
603,83912,424
604,84031,459
605,84163,402
606,84284,513
607,84434,605
608,84553,698
609,84683,770
610,84811,887
611,84933,948
612,85073,1080
613,85217,1221
614,85341,1325
615,85463,1420
616,85602,1552
617,85746,1645
618,85863,1749
619,86004,1806
620,86116,1913
621,86253,1855
622,86372,1971
623,86506,2076
624,86633,2127
625,86761,2130
626,86900,2262
627,87009,1701
628,87138,1357
629,87247,735
630,87354,837
631,87468,933
632,87590,513
633,87713,388
634,87834,230
635,87962,348
636,88102,198
637,88216,241
638,88348,356
639,88466,376
640,88602,353
641,88738,485
642,88873,613
643,89015,743
644,89162,887
645,89292,1015
646,89425,849
647,89553,974
648,89703,826
649,89836,761
650,89989,549
651,90151,658
652,90283,758
653,90406,652
654,90558,486
655,90680,333
656,90828,439
657,90977,303
658,91117,284
659,91258,399
660,91393,247
661,91535,186
662,91660,268
663,91801,401
664,91925,290
665,92055,413
666,92191,543
667,92313,542
668,92449,676
669,92579,783
670,92710,889
671,92850,1021
672,92989,1078
673,93106,1188
674,93245,1320
675,93393,1447
676,93525,1562
677,93650,925
678,93784,1046
679,93912,1171
680,94046,1303
681,94163,1404
682,94294,1489
683,94434,1365
684,94579,1497
685,94726,1639
686,94866,1775
687,95012,1509
688,95148,1617
689,95291,1643
690,95444,1789
691,95592,1809
692,95731,1866
693,95879,1992
694,95998,2076
695,96147,2210
696,96300,2350
697,96436,2478
698,96567,2606
699,96719,2745
700,96860,2881
701,96989,3006
702,97129,3142
703,97268,3273
704,97411,3409
705,97560,3550
706,97697,3680
707,97835,3815
708,97970,3922
709,98109,4057
710,98250,4194
711,98385,4326
712,98538,4473
713,98667,4599
714,98815,4743
715,98960,4884
716,99101,5014
717,99250,5160
718,99383,5287
719,99518,5416
720,99668,5562
721,99822,5712
722,99955,5841
723,100109,5985
724,100249,6117
725,100388,6253
726,100543,6406
727,100678,5321
728,100817,5451
729,100983,3299
730,101124,3415
731,101265,3548
732,101400,3276
733,101552,3231
734,101694,3352
735,101829,3451
736,101976,1628
737,102121,1772
738,102258,1893
739,102414,2029
740,102554,1363
741,102692,1454
742,102844,1553
743,102981,899
744,103131,1044
745,103295,1151
746,103445,1294
747,103590,1424
748,103724,1368
749,103850,887
750,103997,453
751,104130,572
752,104252,657
753,104391,752
754,104527,538
755,104667,334
756,104800,386
757,104915,495
758,105043,614
759,105155,530
760,105314,339
761,105428,389
762,105564,518
763,105710,551
764,105826,557
765,105939,620
766,106062,728
767,106182,805
768,106316,928
769,106432,925
770,106571,1058
771,106696,1162
772,106801,1260
773,106911,1155
774,107052,923
775,107173,1036
776,107307,1163
777,107461,1314
778,107590,975
779,107703,1070
780,107824,1183
781,107955,1307
782,108076,1350
783,108212,1479
784,108318,1583
785,108461,895
786,108572,1003
787,108712,757
788,108836,754
789,108954,831
790,109083,926
791,109193,1028
792,109311,1056
793,109432,1169
794,109552,1262
795,109675,1292
796,109784,719
797,109916,847
798,110054,732
799,110201,859
800,110349,830
801,110482,959
802,110621,1065
803,110772,1175
804,110915,1307
805,111045,1282
806,111199,1289
807,111322,1402
808,111473,1550
809,111616,1687
810,111745,1814
811,111869,1936
812,112015,2071
813,112157,2204
814,112302,2343
815,112456,2186
816,112632,2347
817,112788,2428
818,112937,2519
819,113108,2682
820,113252,2819
821,113409,2968
822,113563,3040
823,113715,3180
824,113858,3311
825,113993,3440
826,114125,3566
827,114272,3587
828,114423,3709
829,114554,3828
830,114697,3941
831,114848,4046
832,114981,4170
833,115146,4296
834,115314,4461
835,115453,4588
836,115581,4660
837,115734,4588
838,115873,4719
839,116017,4750
840,116167,4891
841,116298,5016
842,116443,5158
843,116596,4405
844,116762,3490
845,116917,2174
846,117058,1311
847,117211,988
848,117356,1127
849,117484,1166
850,117632,1283
851,117775,1329
852,117932,1453
853,118075,1586
854,118227,1727
855,118379,1545
856,118528,1189
857,118664,1314
858,118815,1153
859,118972,1272
860,119104,1374
861,119259,1507
862,119388,1621
863,119526,1568
864,119668,1706
865,119818,1726
866,119969,1853
867,120102,1906
868,120250,2000
869,120374,1667
870,120525,1644
871,120663,1599
872,120802,955
873,120946,1013
874,121097,740
875,121249,887
876,121396,945
877,121534,984
878,121681,1041
879,121833,1149
880,121970,1271
881,122120,1313
882,122256,1043
883,122404,1161
884,122552,1289
885,122703,794
886,122848,535
887,123006,687
888,123154,750
889,123296,728
890,123442,848
891,123589,977
892,123726,687
893,123848,788
894,123983,448
895,124104,424
896,124237,230
897,124358,348
898,124472,458
899,124580,560
900,124688,623
901,124810,448
902,124911,397
903,125019,340
904,125127,357
905,125244,472
906,125352,477
907,125485,607
908,125621,443
909,125749,568
910,125862,679
911,126007,548
912,126139,648
913,126280,653
914,126431,780
915,126562,662
916,126699,797
917,126840,927
918,126969,1052
919,127092,1173
920,127226,1129
921,127373,1270
922,127512,1398
923,127644,1081
924,127768,1187
925,127890,1303
926,128030,742
927,128162,787
928,128303,608
929,128428,553
930,128536,612
931,128685,688
932,128803,655
933,128927,769
934,129056,771
935,129185,859
936,129315,969
937,129432,877
938,129577,838
939,129732,953
940,129879,933
941,130031,1075
942,130188,1227
943,130327,1362
944,130475,1508
945,130635,1644
946,130784,1691
947,130931,1805
948,131068,1898
949,131209,2028
950,131350,2161
951,131501,2310
952,131640,2446
953,131783,2587
954,131924,2720
955,132082,2874
956,132228,3017
957,132389,3163
958,132540,3310
959,132693,3460
960,132830,3594
961,132997,3751
962,133152,3904
963,133308,4046
964,133465,4199
965,133607,4337
966,133750,4446
967,133914,4590
968,134083,4755
969,134246,4914
970,134394,5059
971,134566,5223
972,134715,5369
973,134856,5508
974,134997,5643
975,135135,5777
976,135315,5954
977,135456,6092
978,135622,6251
979,135760,6385
980,135907,6528
981,136040,6647
982,136192,6795
983,136337,6936
984,136498,6702
985,136654,6836
986,136807,6983
987,136961,6952
988,137103,7084
989,137254,7225
990,137427,7389
991,137587,7535
992,137738,7662
993,137884,7773
994,138024,7899
995,138166,7962
996,138305,8014
997,138459,8122
998,138608,6489
999,138757,6630
1000,138895,6662
1001,139044,6777
1002,139184,6908
1003,139340,7021
1004,139492,7163
1005,139640,7302
1006,139788,7435
1007,139932,7538
1008,140089,7531
1009,140238,7629
1010,140389,7679
1011,140538,7764
1012,140686,7877
1013,140837,7725
1014,140983,7866
1015,141122,7864
1016,141278,7978
1017,141442,8029
1018,141591,8155
1019,141739,8269
1020,141870,8355
1021,142031,8493
1022,142189,8643
1023,142321,8731
1024,142464,8869
1025,142625,8963
1026,142775,9006
1027,142916,9006
1028,143073,8872
1029,143225,9012
1030,143375,9147
1031,143517,9165
1032,143671,9295
1033,143822,9436
1034,143957,7503
1035,144108,6768
1036,144266,6900
1037,144409,6911
1038,144553,7049
1039,144690,7171
1040,144838,7313
1041,144979,7443
1042,145137,6502
1043,145289,6648
1044,145436,5763
1045,145588,4245
1046,145733,4378
1047,145879,4511
1048,146024,4419
1049,146169,4553
1050,146317,4697
1051,146472,4122
1052,146634,3387
1053,146777,3443
1054,146924,1936
1055,147068,2040
1056,147221,2188
1057,147362,2319
1058,147501,2434
1059,147647,2559
1060,147801,1692
1061,147962,1759
1062,148104,1865
1063,148244,1973
1064,148389,2112
1065,148519,2148
1066,148664,2235
1067,148812,2368
1068,148944,2204
1069,149085,2265
1070,149228,2384
1071,149377,2091
1072,149511,1132
1073,149663,1029
1074,149798,1097
1075,149937,948
1076,150083,1088
1077,150240,938
1078,150392,1027
1079,150519,1138
1080,150684,1125
1081,150828,1258
1082,150972,1397
1083,151129,1550
1084,151272,1691
1085,151421,1835
1086,151554,1962
1087,151709,2116
1088,151848,2253
1089,151980,2378
1090,152130,2190
1091,152273,2324
1092,152430,2463
1093,152585,2616
1094,152703,2729
1095,152844,2855
1096,152985,2971
1097,153132,3111
1098,153280,3248
1099,153418,3379
1100,153556,2798
1101,153679,2880
1102,153802,2974
1103,153940,2970
1104,154069,1673
1105,154237,1188
1106,154374,652
1107,154510,492
1108,154647,603
1109,154783,719
1110,154927,620
1111,155064,532
1112,155189,362
1113,155311,467
1114,155448,517
1115,155548,579
1116,155671,603
1117,155771,667
1118,155846,737
1119,155943,832
1120,156050,479
1121,156139,565
1122,156209,611
1123,156299,547
1124,156348,574
1125,156379,290
1126,156475,212
1127,156501,177
1128,156513,140
1129,156557,129
1130,156574,143
1131,156588,140
1132,156684,66
1133,156684,63
1134,156684,39
1135,156684,36
1136,156684,27
1137,156684,21
1138,156684,12
1139,156684,9
1140,156684,3
1141,156684,1
